position;castle_code;tags;castle_name;country;land;gebied;area;place;region;region_code;Latitude;Longitude;maps;stichter;founder;era;kasteel_type;castle_type;ct_code;kasteel_concept;castle_concept;cc_code;conditie;condition;c_code;opmerkelijk;remarkable;beschrijving;description;website;score_total;score_visitors;visitors;position_ref;score_ref;score_visitors_calculated;bezocht;score_alg;score_country;Description2;Name
775;franchimont;franchimont;Château de Franchimont;Belgium;België;Benelux, Heilige Roomse Rijk;Benelux, Holy Roman Empire;Franchimont;Luik;luik;50,52762435;5,8239219;;;;12;Hoogteburcht;Mountain castle;1;Donjon binnen weermuren;Donjon inside curtain wall;6;Ruïne/Restant;Ruined/Partly remained;4;;;;;http://www.franchimont.be.tf/;336,382273;7,111111111;26;921;31,36301933;716,3111111;2004;43,90822706;0;<b>Château de Franchimont</b><br><br><img src='http://www.topcastles.com/images/large/franchimont.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=franchimont<br><br>775. Château de Franchimont<br>Country: Belgium<br>Region: Luik<br>Place: Franchimont;Château de Franchimont
776;nijenrode;nijenrode;Kasteel Huis te Nijenrode;Netherlands;Nederland;Benelux, Heilige Roomse Rijk;Benelux, Holy Roman Empire;Breukelen;Utrecht;utrecht;52,163179;5,008907;9660943846115397191;Gerard Splinter van Ruwiel;Gerard Splinter of Ruwiel;13;Waterburcht (Slot);Water castle;3;Donjon in weermuren;Donjon in curtain wall;7;Intakt;Intact;1; ; ;De woonvleugel tussen de donjon en de poorttoren is in de 17de-eeuw toegevoegd. In het begin van de 20ste-eeuw is de donjon met een verdieping verhoogd.;De woonvleugel tussen de donjon en de poorttoren is in de 17de-eeuw toegevoegd. In het begin van de 20ste-eeuw is de donjon met een verdieping verhoogd.;;336,3637166;7,053571429;55;922;31,31682801;716,3571429;;43,84355921;0;<b>Kasteel Huis te Nijenrode</b><br><br><img src='http://www.topcastles.com/images/large/nijenrode.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=nijenrode<br><br>776. Kasteel Huis te Nijenrode<br>Country: Netherlands<br>Region: Utrecht<br>Place: Breukelen;Kasteel Huis te Nijenrode
777;mokrice;mokrice;Grad Mokrice (Mokritz);Slovenia;Slovenië;Oost Europa, Balkan;Eastern Europe, Balkans;;Zasavje und Posavje;zasavje;45,858616324;15,6753437546;;;;; ; ;; ; ;; ; ;; ; ;;;;336,3;7;3;876;40;700,6;;0;224;<b>Grad Mokrice (Mokritz)</b><br><br><img src='http://www.topcastles.com/images/large/mokrice.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=mokrice<br><br>777. Grad Mokrice (Mokritz)<br>Country: Slovenia<br>Region: Zasavje und Posavje<br>Place: ;Grad Mokrice (Mokritz)
778;vipavskikriz;vipavski+kriz;Grad Vipavski kriz (Heiliges Kreuz);Slovenia;Slovenië;Oost Europa, Balkan;Eastern Europe, Balkans;;Gorisko und die Brda;gorisko;45,8807144603;13,8624051858;;;;; ; ;; ; ;; ; ;; ; ;;;;336,3;7;3;877;40;700,6;;0;224;<b>Grad Vipavski kriz (Heiliges Kreuz)</b><br><br><img src='http://www.topcastles.com/images/large/vipavskikriz.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=vipavskikriz<br><br>778. Grad Vipavski kriz (Heiliges Kreuz)<br>Country: Slovenia<br>Region: Gorisko und die Brda<br>Place: ;Grad Vipavski kriz (Heiliges Kreuz)
779;planina;planina;Grad Planina pri Sevnici (Montpreis);Slovenia;Slovenië;Oost Europa, Balkan;Eastern Europe, Balkans;;Štajerska (Untersteiermark, Lower Styria);stajerska;;;;;;; ; ;; ; ;; ; ;; ; ;;;;336,2;7;2;878;40;700,4;;0;224;<b>Grad Planina pri Sevnici (Montpreis)</b><br><br><img src='http://www.topcastles.com/images/large/planina.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=planina<br><br>779. Grad Planina pri Sevnici (Montpreis)<br>Country: Slovenia<br>Region: Štajerska (Untersteiermark, Lower Styria)<br>Place: ;Grad Planina pri Sevnici (Montpreis)
780;azuchi;azuchi;Azuchi;Japan;Japan;Azië, Buiten Europa;Asia, Outside Europe;;;;;;;Oda Nobunaga;Oda Nobunaga;16; ; ;;Donjon binnen weermuren;Donjon inside curtain wall;6;Verwoest;Destroyed;5; ; ;Dit was het eerste Japanse kasteel met een hoge donjon op een stenen basis. Het is 6 jaar na de bouw in vlammen opgegaan. De donjon was waarschijnlijk 7 verdiepingen hoog.;Dit was het eerste Japanse kasteel met een hoge donjon op een stenen basis. Het is 6 jaar na de bouw in vlammen opgegaan. De donjon was waarschijnlijk 7 verdiepingen hoog.;;336,2;7;2;879;40;700,4;;0;224;<b>Azuchi</b><br><br><img src='http://www.topcastles.com/images/large/azuchi.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=azuchi<br><br>780. Azuchi<br>Country: Japan<br>Region: <br>Place: ;Azuchi
781;greencastle;greencastle;Greencastle;Northern Ireland;Noord-Ierland;Britse Eilanden, Verenigd Koninkrijk;British isles, United Kingdom;;Down;down;;;;;;13; ; ;; ; ;; ; ;; ; ;;;;336,1094129;5,375;7;456;129,6215699;538,9;;75,47019791;424;<b>Greencastle</b><br><br><img src='http://www.topcastles.com/images/large/greencastle.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=greencastle<br><br>781. Greencastle<br>Country: Northern Ireland<br>Region: Down<br>Place: ;Greencastle
782;lavaux;lavaux;Château de Lavaux-Sainte-Anne;Belgium;België;Benelux, Heilige Roomse Rijk;Benelux, Holy Roman Empire;Lavaux-Ste-Anne;Namen;namen;50,11607677;5,091563805;;;;15;Waterburcht (Slot);Water castle;3;Donjon in weermuren;Donjon in curtain wall;7;Intakt;Intact;1;;;;;http://www.chateau-lavaux.com/;335,6333333;7,666666667;23;969;0;771,2666667;2004;0;0;<b>Château de Lavaux-Sainte-Anne</b><br><br><img src='http://www.topcastles.com/images/large/lavaux.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=lavaux<br><br>782. Château de Lavaux-Sainte-Anne<br>Country: Belgium<br>Region: Namen<br>Place: Lavaux-Ste-Anne;Château de Lavaux-Sainte-Anne
783;tourbillon;tourbillon;Tourbillon;Switzerland;Zwitserland;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Sion (Kanton Wallis);Genfersee;genfersee;46,236464;7,366953;;;;; ; ;; ; ;; ; ;;;;;;;335,6107959;6,875;7;824;45,73421764;688,9;;64,02790469;0;<b>Tourbillon</b><br><br><img src='http://www.topcastles.com/images/large/tourbillon.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=tourbillon<br><br>783. Tourbillon<br>Country: Switzerland<br>Region: Genfersee<br>Place: Sion (Kanton Wallis);Tourbillon
784;pelerin;pelerin;Chastel Pelerin (Atlit, Pelgrim Kasteel);Israel;Israel;Azië, Buiten Europa, Kruistochten;Asia, Outside Europe, Crusades;Athlit;;;;;;;;; ; ;; ; ;; ; ;; ; ;;;;334,8444836;6,3;9;705;76,60498181;631,8;;51,24697453;224;<b>Chastel Pelerin (Atlit, Pelgrim Kasteel)</b><br><br><img src='http://www.topcastles.com/images/large/pelerin.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=pelerin<br><br>784. Chastel Pelerin (Atlit, Pelgrim Kasteel)<br>Country: Israel<br>Region: <br>Place: Athlit;Chastel Pelerin (Atlit, Pelgrim Kasteel)
785;coudraysalbert;coudray-salbart;Château de Le Coudray-Salbart;France;Frankrijk;;;;Poitou-Charentes;poitou-charentes;46,406944;-0,426389;;;;; ; ;; ; ;; ; ;; ; ;;;;334,5149804;6,416666667;11;739;69,53516344;643,8666667;;97,34922882;0;<b>Château de Le Coudray-Salbart</b><br><br><img src='http://www.topcastles.com/images/large/coudraysalbert.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=coudraysalbert<br><br>785. Château de Le Coudray-Salbart<br>Country: France<br>Region: Poitou-Charentes<br>Place: ;Château de Le Coudray-Salbart
786;ehrenburg;ehrenburg;Ehrenburg;Germany;Duitsland;Heilige Roomse Rijk;Holy Roman Empire;;Rheinland-Pfalz;rheinland-pfalz;49,2672897155;9,14548319418;;;;; ; ;; ; ;; ; ;;;;;;;334,3746691;6,05;19;637;88,86074345;608,8;2004;124,4050408;0;<b>Ehrenburg</b><br><br><img src='http://www.topcastles.com/images/large/ehrenburg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=ehrenburg<br><br>786. Ehrenburg<br>Country: Germany<br>Region: Rheinland-Pfalz<br>Place: ;Ehrenburg
787;grimaldi;grimaldi;Grimaldi;Monaco;Monaco;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Monaco;;;;;;;;; ; ;; ; ;; ; ;; ; ;;;;334,15831;5,636363636;10;542;112,6001424;565,6363636;;45,64019933;448;<b>Grimaldi</b><br><br><img src='http://www.topcastles.com/images/large/grimaldi.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=grimaldi<br><br>787. Grimaldi<br>Country: Monaco<br>Region: <br>Place: Monaco;Grimaldi
788;vals;val;Château de Val;France;Frankrijk;;;Lanobre;Auvergne;auvergne;45,442793216;2,5055166552;; ; ;; ; ;; ; ;; ; ;; ; ;;;;333,5030303;7,606060606;32;970;0;767,0060606;;0;0;<b>Château de Val</b><br><br><img src='http://www.topcastles.com/images/large/vals.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=vals<br><br>788. Château de Val<br>Country: France<br>Region: Auvergne<br>Place: Lanobre;Château de Val
789;gaasbeek;gaasbeek;Kasteel Gaasbeek;Belgium;België;Benelux, Heilige Roomse Rijk;Benelux, Holy Roman Empire;Gaasbeek;Brabant;brabant;50,7964493;4,197013022;;;;13;Hoogteburcht;Mountain castle;1;Donjon in weermuren;Donjon in curtain wall;7;Intakt;Intact;1;;;In de 14de eeuw werd het kasteel verwoest. In de 15de eeuw werd het opnieuw opgebouwd. In de 18de eeuw werden de achterste weermuren en torens gesloopt.;In de 14de eeuw werd het kasteel verwoest. In de 15de eeuw werd het opnieuw opgebouwd. In de 18de eeuw werden de achterste weermuren en torens gesloopt.;http://www.wvc.vlaanderen.be/kasteelvangaasbeek/;333,2697674;7,581395349;42;971;0;766,5395349;2004;0;0;<b>Kasteel Gaasbeek</b><br><br><img src='http://www.topcastles.com/images/large/gaasbeek.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=gaasbeek<br><br>789. Kasteel Gaasbeek<br>Country: Belgium<br>Region: Brabant<br>Place: Gaasbeek;Kasteel Gaasbeek
790;lauf;lauf;Schloss Lauf (Wenzelschloss);Germany;Duitsland;Heilige Roomse Rijk;Holy Roman Empire;Lauf an der Pegnitz;Bayern;bayern;49,51;11,2821;;;;12;Hoogteburcht;Mountain castle;1;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Intakt;Intact;1;;;;;;332,938273;6,636363636;10;808;55,68899024;665,6363636;;77,96458634;0;<b>Schloss Lauf (Wenzelschloss)</b><br><br><img src='http://www.topcastles.com/images/large/lauf.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=lauf<br><br>790. Schloss Lauf (Wenzelschloss)<br>Country: Germany<br>Region: Bayern<br>Place: Lauf an der Pegnitz;Schloss Lauf (Wenzelschloss)
791;friedberg;friedberg;Schloss Friedberg (Wittelsbacher Schloss);Austria;Oostenrijk;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Volders;Tirol;tirol;;;;Graaf van Andechs;Count of Andechs;13;Rotskasteel;Rock castle;2;Donjon binnen weermuren;Donjon inside curtain wall;6;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;;http://www.schlossfriedberg.com;332,9309756;5;2;374;147,4788617;500,4;;206,4704064;0;<b>Schloss Friedberg (Wittelsbacher Schloss)</b><br><br><img src='http://www.topcastles.com/images/large/friedberg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=friedberg<br><br>791. Schloss Friedberg (Wittelsbacher Schloss)<br>Country: Austria<br>Region: Tirol<br>Place: Volders;Schloss Friedberg (Wittelsbacher Schloss)
792;uexkull;uexkull;Uexkull (Ikškile);Latvia;Letland;Oost Europa, Kruistochten;Eastern Europe, Crusades;Ikskile;;;;;;Orde van Teutonische Ridders;Order of Teutonic Knights;12;Havenburcht;Harbour castle;4;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Ruïne/Restant;Ruined/Partly remained;4;;;Eerste stenen kasteel in Letland.;First stone castle in Latvia.;;332,4;6,2;4;678;80;620,8;;0;448;<b>Uexkull (Ikškile)</b><br><br><img src='http://www.topcastles.com/images/large/uexkull.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=uexkull<br><br>792. Uexkull (Ikškile)<br>Country: Latvia<br>Region: <br>Place: Ikskile;Uexkull (Ikškile)
793;livadia;livadia;Livadia;Greece;Griekenland;Oost Europa, Balkan, Kruistochten;Eastern Europe, Balkans, Crusades;Levadeia;Centraal;centraal;;;;;;13; ; ;; ; ;; ; ;; ; ;;;;332,326394;5,714285714;6;564;106,6801203;572,6285714;;65,35216845;336;<b>Livadia</b><br><br><img src='http://www.topcastles.com/images/large/livadia.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=livadia<br><br>793. Livadia<br>Country: Greece<br>Region: Centraal<br>Place: Levadeia;Livadia
794;frauenburg;frauenburg+steiermark;Frauenburg;Austria;Oostenrijk;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;;Steiermark;steiermark;;;;;;; ; ;; ; ;; ; ;;;;;;;332,1758121;4,714285714;6;317;162,0683626;472,6285714;;226,8957077;0;<b>Frauenburg</b><br><br><img src='http://www.topcastles.com/images/large/frauenburg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=frauenburg<br><br>794. Frauenburg<br>Country: Austria<br>Region: Steiermark<br>Place: ;Frauenburg
795;jehay;jehay;Château de Jehay-Bodegnée;Belgium;België;Benelux, Heilige Roomse Rijk;Benelux, Holy Roman Empire;Jehay;Luik;luik;50,5771637;5,323229927;18198242706185764313;;;; ; ;; ; ;; ; ;; ; ;;;;331,95;7,625;7;972;0;763,9;;0;0;<b>Château de Jehay-Bodegnée</b><br><br><img src='http://www.topcastles.com/images/large/jehay.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=jehay<br><br>795. Château de Jehay-Bodegnée<br>Country: Belgium<br>Region: Luik<br>Place: Jehay;Château de Jehay-Bodegnée
796;dorneck;dorneck;Ruine Dorneck;Switzerland;Zwitserland;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Dornach ((Kanton Solothurn);Mittelland;mittelland;47,479992;7,628069;;;;; ; ;; ; ;; ; ;; ; ;;;;331,197471;6,2;9;700;78,10830115;621,8;;109,3516216;0;<b>Ruine Dorneck</b><br><br><img src='http://www.topcastles.com/images/large/dorneck.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=dorneck<br><br>796. Ruine Dorneck<br>Country: Switzerland<br>Region: Mittelland<br>Place: Dornach ((Kanton Solothurn);Ruine Dorneck
797;liebenfels;liebenfels;Liebenfels;Austria;Oostenrijk;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;;Kärnten;kaernten;;;;;;; ; ;; ; ;; ; ;;;;;;;331,1303636;5,285714286;6;461;129,1607215;529,7714286;;180,82501;0;<b>Liebenfels</b><br><br><img src='http://www.topcastles.com/images/large/liebenfels.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=liebenfels<br><br>797. Liebenfels<br>Country: Austria<br>Region: Kärnten<br>Place: ;Liebenfels
798;brougham;brougham;Brougham Castle;England;Engeland;Britse Eilanden, Verenigd Koninkrijk;British isles, United Kingdom;(Cumbria);North West;north_west;;;;;;; ; ;; ; ;; ; ;;;;;;;330,3390749;6;13;640;87,82119432;602,6;;66,94967205;224;<b>Brougham Castle</b><br><br><img src='http://www.topcastles.com/images/large/brougham.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=brougham<br><br>798. Brougham Castle<br>Country: England<br>Region: North West<br>Place: (Cumbria);Brougham Castle
799;achaia;achaia+kefalonia;Achaia (Kefalonia, Venetian castle of Agios Georgios);Greece;Griekenland;Oost Europa, Balkan, Kruistochten;Eastern Europe, Balkans, Crusades;;Achaia;achaia;;;;;;; ; ;; ; ;; ; ;; ; ;;;;329,5;6,5;5;772;60;651;;0;336;<b>Achaia (Kefalonia, Venetian castle of Agios Georgios)</b><br><br><img src='http://www.topcastles.com/images/large/achaia.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=achaia<br><br>799. Achaia (Kefalonia, Venetian castle of Agios Georgios)<br>Country: Greece<br>Region: Achaia<br>Place: ;Achaia (Kefalonia, Venetian castle of Agios Georgios)
800;dussen;dussen;Kasteel Dussen;Netherlands;Nederland;Benelux, Heilige Roomse Rijk;Benelux, Holy Roman Empire;Dussen;Noord Brabant;noord_brabant;51,73411306;4,969623353;;;;;Waterburcht (Slot);Water castle;3;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Herbouwd/Verbouwd;Rebuild/Restored;2;;;;;;329,0680851;7,489361702;46;973;0;758,1361702;2004;0;0;<b>Kasteel Dussen</b><br><br><img src='http://www.topcastles.com/images/large/dussen.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=dussen<br><br>800. Kasteel Dussen<br>Country: Netherlands<br>Region: Noord Brabant<br>Place: Dussen;Kasteel Dussen
801;thomasberg;thomasberg;Ruine Thomasberg;Austria;Oostenrijk;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Thomasberg;Niederöstenreich;niederoesterreich;;;;Herren von Königsberg;Herren von Königsberg;12;Rotskasteel;Rock castle;2;Donjon binnen weermuren;Donjon inside curtain wall;6;Ruïne/Restant;Ruined/Partly remained;4; ; ;;;;328,7900187;5,5;5;532;114,7666874;551;;160,6733624;0;<b>Ruine Thomasberg</b><br><br><img src='http://www.topcastles.com/images/large/thomasberg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=thomasberg<br><br>801. Ruine Thomasberg<br>Country: Austria<br>Region: Niederöstenreich<br>Place: Thomasberg;Ruine Thomasberg
802;montealegre;montealegre;Castillo de Montealegre;Spain;Spanje;Zuid Europa;South Europe;(Valladolid);Castilla y León;castilla_y_leon;41,9025;-4,899722;;;;; ; ;; ; ;; ; ;; ; ;;;;328,1666667;6,833333333;5;880;40;684,3333333;;0;224;<b>Castillo de Montealegre</b><br><br><img src='http://www.topcastles.com/images/large/montealegre.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=montealegre<br><br>802. Castillo de Montealegre<br>Country: Spain<br>Region: Castilla y León<br>Place: (Valladolid);Castillo de Montealegre
803;zafra;zafra;Palacio de los Duques de Feria (Zafra);Spain;Spanje;Zuid Europa;South Europe;Zafra (Badajoz);Badajoz;badajoz;38,424193;-6,416745;;;;; ; ;; ; ;; ; ;; ; ;;;;328,1666667;6,833333333;5;881;40;684,3333333;;0;224;<b>Palacio de los Duques de Feria (Zafra)</b><br><br><img src='http://www.topcastles.com/images/large/zafra.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=zafra<br><br>803. Palacio de los Duques de Feria (Zafra)<br>Country: Spain<br>Region: Badajoz<br>Place: Zafra (Badajoz);Palacio de los Duques de Feria (Zafra)
804;petersberg;petersberg;Petersberg bei Friesach;Austria;Oostenrijk;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;;Kärnten;kaernten;;;;;;11;Rotskasteel;Rock castle;2;Donjon in weermuren;Donjon in curtain wall;7;Beschadigd;Damaged;3; ; ;;;;327,658579;5,25;3;466;127,6206434;525,6;;178,6689007;0;<b>Petersberg bei Friesach</b><br><br><img src='http://www.topcastles.com/images/large/petersberg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=petersberg<br><br>804. Petersberg bei Friesach<br>Country: Austria<br>Region: Kärnten<br>Place: ;Petersberg bei Friesach
805;tiflis;tiflis;Narikala (Tbilisi, Tiflis);Georgia;Georgië;Azië, Buiten Europa;Asia, Outside Europe;Tbilisi;;;;;;;;; ; ;; ; ;; ; ;; ; ;;;;327,4022701;5,5;3;538;113,4469668;550,6;;46,82575353;448;<b>Narikala (Tbilisi, Tiflis)</b><br><br><img src='http://www.topcastles.com/images/large/tiflis.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=tiflis<br><br>805. Narikala (Tbilisi, Tiflis)<br>Country: Georgia<br>Region: <br>Place: Tbilisi;Narikala (Tbilisi, Tiflis)
806;villarejo;villarejo;Castillo de Villarejo de Salvanés;Spain;Spanje;Zuid Europa;South Europe;Villarejo de Salvanés;Madrid;madrid;40,167839;-3,274462;;;;; ; ;; ; ;; ; ;;;;;;;327,2184722;6,166666667;11;715;75,31682091;618,8666667;;49,44354928;224;<b>Castillo de Villarejo de Salvanés</b><br><br><img src='http://www.topcastles.com/images/large/villarejo.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=villarejo<br><br>806. Castillo de Villarejo de Salvanés<br>Country: Spain<br>Region: Madrid<br>Place: Villarejo de Salvanés;Castillo de Villarejo de Salvanés
